Punto,Nombre Alterno,Descripcion,Fecha,Metano,Bioxido de Carbono,Nitrogeno,Total Inertes,Etano,Temp. Rocio,Humedad,Poder Calorifico,Indice Woobe,Acido Sulfidrico,Azufre Total
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,11/5/2017 9:00,94.4605,1.0712,0.2745,1.3457,4.0801,238.7392,0,38.5073,50.2387,0,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,12/5/2017 9:00,94.4605,1.0712,0.2745,1.3457,4.0801,238.7392,0,38.5073,50.2387,0,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,13/05/17 09:00:00,94.4605,1.0712,0.2745,1.3457,4.0801,238.7392,0,38.5073,50.2387,0,
S-MTBGN230-TR06,CRE 7 Santa Rosa,Pto. de Calidad Santa Rosa T.R.,14/05/17 09:00:00,94.4605,1.0712,0.2745,1.3457,4.0801,238.7392,0,38.5073,50.2387,0,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,1/5/2017 9:00,95.8159,1.8608,0.0968,1.9575,1.8154,235.2106,3.4745,37.8294,49.3831,2.2723,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,2/5/2017 9:00,95.7897,1.83,0.1088,1.9388,1.8236,235.1922,3.6583,37.8634,49.4184,2.2544,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,3/5/2017 9:00,95.7417,1.8306,0.1068,1.9374,1.871,235.6314,4.0929,37.8808,49.429,2.024,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,4/5/2017 9:00,95.6388,1.8277,0.104,1.9318,1.9998,235.3529,3.513,37.9021,49.4449,2.2329,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,5/5/2017 9:00,95.4385,1.8222,0.1091,1.9313,2.2171,235.3998,3.3711,37.9549,49.4774,2.2686,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,6/5/2017 9:00,95.429,1.7896,0.107,1.8966,2.2676,235.2319,3.3772,37.979,49.5145,2.1606,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,7/5/2017 9:00,95.3592,1.7557,0.1032,1.8589,2.3622,235.356,3.3039,38.028,49.5679,2.0969,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,8/5/2017 9:00,95.5258,1.7546,0.1043,1.8589,2.1955,235.169,2.8973,37.9786,49.5393,2.1539,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,9/5/2017 9:00,95.1018,1.717,0.111,1.828,2.5173,235.2089,3.1501,38.1684,49.672,2.2128,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,10/5/2017 9:00,95.8636,1.6683,0.1032,1.7714,1.9853,234.6861,3.2515,37.9259,49.568,2.1662,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,11/5/2017 9:00,95.9869,1.7055,0.1042,1.8097,1.8232,234.7592,3.4295,37.8668,49.5075,2.1172,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,12/5/2017 9:00,95.9969,1.7354,0.101,1.8364,1.7696,235.0834,3.4954,37.8545,49.4813,2.0745,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,13/05/17 09:00:00,95.9747,1.7113,0.1036,1.8149,1.825,234.629,3.2676,37.8684,49.5047,1.9113,
S-MTBGN440-TR07,CRE Kinder Morgan Mty,Pto. de Calidad Kinder Morgan T.R.,14/05/17 09:00:00,96.0098,1.6584,0.1048,1.7632,1.8517,234.5797,3.4089,37.8779,49.5366,2.0869,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,1/5/2017 5:00,99.0858,0.1734,0.4005,0.5739,0.3294,238.6441,0.1173,37.657,50.3286,0.153,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,2/5/2017 5:00,99.0858,0.1734,0.4005,0.5739,0.3294,238.6441,0.118,37.657,50.3286,0.153,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,3/5/2017 5:00,99.0858,0.1734,0.4005,0.5739,0.3294,238.6441,0.1258,37.657,50.3286,0.1528,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,4/5/2017 5:00,99.0858,0.1734,0.4005,0.5739,0.3294,238.6441,0.1218,37.657,50.3286,0.1528,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,5/5/2017 5:00,99.0858,0.1734,0.4005,0.5739,0.3294,238.6441,0.1253,37.657,50.3286,0.1531,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,6/5/2017 5:00,99.0858,0.1734,0.4005,0.5739,0.3294,238.6441,0.123,37.657,50.3286,0.153,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,7/5/2017 5:00,99.0858,0.1734,0.4005,0.5739,0.3294,238.6441,0.1181,37.657,50.3286,0.153,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,8/5/2017 5:00,99.0858,0.1734,0.4005,0.5739,0.3294,238.6441,0.1238,37.657,50.3286,0.1531,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,9/5/2017 5:00,99.0858,0.1734,0.4005,0.5739,0.3294,238.6441,0.1188,37.657,50.3286,0.153,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,10/5/2017 5:00,99.0858,0.1734,0.4005,0.5739,0.3294,238.6441,0.1171,37.657,50.3286,0.1529,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,11/5/2017 5:00,99.0858,0.1734,0.4005,0.5739,0.3294,238.6441,0.1152,37.657,50.3286,0.153,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,12/5/2017 5:00,99.0858,0.1734,0.4005,0.5739,0.3294,238.6441,0.1151,37.657,50.3286,0.1533,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,13/05/17 05:00:00,99.0858,0.1734,0.4005,0.5739,0.3294,238.6441,0.1152,37.657,50.3286,0.153,
S-MTBGN612-TR22,CRE 53 Monclova,Pto. de Calidad Inyección PEP Santa Elena T.R.,14/05/17 05:00:00,99.0858,0.1734,0.4005,0.5739,0.3294,238.6441,0.1124,37.657,50.3286,0.1529,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,1/5/2017 9:00,95.4419,0.6894,0.3912,1.0806,3.1509,,,38.4816,50.4314,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,2/5/2017 9:00,95.5553,0.7532,0.3661,1.1193,3.06,,,38.4057,50.3553,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,3/5/2017 9:00,95.6313,0.772,0.3689,1.1409,2.9427,,,38.3788,50.3253,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,4/5/2017 9:00,95.7617,0.7516,0.3937,1.1454,2.8003,,,38.3403,50.3061,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,5/5/2017 9:00,95.6239,0.7581,0.3807,1.1388,2.9425,,,38.3855,50.3334,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,6/5/2017 9:00,95.5571,0.7795,0.3823,1.1617,2.9744,,,38.3951,50.3232,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,7/5/2017 9:00,95.8132,0.7459,0.3615,1.1073,2.8092,,,38.3441,50.3272,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,8/5/2017 9:00,95.6547,0.7881,0.3479,1.136,2.9296,,,38.3745,50.3212,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,9/5/2017 9:00,95.7213,0.7702,0.3513,1.1215,2.8726,,,38.367,50.3279,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,10/5/2017 9:00,95.6466,0.7849,0.3644,1.1493,2.9128,,,38.3737,50.3154,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,11/5/2017 9:00,95.6031,0.7686,0.353,1.1215,3.0138,,,38.3871,50.34,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,12/5/2017 9:00,95.8578,0.7405,0.3819,1.1224,2.7749,,,38.3059,50.2999,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,13/05/17 09:00:00,95.8752,0.7485,0.3692,1.1177,2.7792,,,38.298,50.2957,,
S-PRBGN220-TR05,CRE 43 CPG Poza Rica,Pto. de Calidad Fza. y Engia. Tuxpan T.R.,14/05/17 09:00:00,95.966,0.7289,0.3697,1.0986,2.7005,,,38.2877,50.3032,,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,1/5/2017 9:00,94.8179,0.8576,0.1662,1.0238,3.2808,265.1983,23.0216,38.9524,50.685,0.0157,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,2/5/2017 9:00,95.1884,0.8306,0.2192,1.0498,3.1076,261.3787,22.7305,38.7314,50.5552,0.0442,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,3/5/2017 9:00,94.8295,0.9098,0.192,1.1018,3.4587,258.0441,21.6691,38.7745,50.5376,0.1381,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,4/5/2017 9:00,94.6608,0.9969,0.1806,1.1776,3.5666,262.5094,23.6017,38.7671,50.4784,0.151,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,5/5/2017 9:00,95.0511,0.9703,0.2059,1.1762,3.2801,264.3518,28.9269,38.6211,50.4023,0.3413,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,6/5/2017 9:00,95.1958,0.8755,0.1713,1.0469,3.1424,266.4617,29.5119,38.7213,50.5402,0.2373,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,7/5/2017 9:00,95.1085,0.8517,0.1596,1.0113,3.1837,265.5356,27.3677,38.8028,50.6081,0.2075,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,8/5/2017 9:00,95.1343,0.8642,0.19,1.0542,3.1056,268.7035,28.4863,38.776,50.5702,0.2544,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,9/5/2017 9:00,94.9722,0.8064,0.203,1.0094,3.3681,264.9846,26.8464,38.8165,50.6279,0.5209,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,10/5/2017 9:00,94.7422,0.7666,0.1764,0.943,3.9496,259.9533,22.3142,38.7912,50.6553,0.3116,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,11/5/2017 9:00,95.0564,0.8443,0.1859,1.0302,3.5745,259.823,23.7904,38.6341,50.5076,0.0806,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,12/5/2017 9:00,95.1022,0.9123,0.1852,1.0975,3.533,259.8419,28.371,38.553,50.4146,0.0648,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,13/05/17 09:00:00,95.1553,0.8883,0.1833,1.0716,3.5203,256.3754,25.4202,38.546,50.4283,0.0797,
S-REBGN070-TR11,CRE 59 Kinder Morgan Reynosa,Pto. de Calidad Imp. Kinder Morgan T.R.,14/05/17 09:00:00,95.4528,0.8907,0.1658,1.0565,3.2452,259.662,24.169,38.4747,50.3938,0.0185,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,1/5/2017 9:00,97.3202,0.6323,0.1297,0.762,1.8226,235.9083,1.8092,38.0706,50.3591,0.0169,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,2/5/2017 9:00,97.3202,0.6323,0.1297,0.762,1.8226,235.9083,1.8092,38.0706,50.3591,0.0146,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,3/5/2017 9:00,97.3202,0.6323,0.1297,0.762,1.8226,235.9083,1.8092,38.0706,50.3591,0.0134,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,4/5/2017 9:00,97.3202,0.6323,0.1297,0.762,1.8226,235.9083,1.8092,38.0706,50.3591,0.0337,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,5/5/2017 9:00,97.3202,0.6323,0.1297,0.762,1.8226,235.9083,1.8092,38.0706,50.3591,0.047,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,6/5/2017 9:00,97.3202,0.6323,0.1297,0.762,1.8226,235.9083,1.8092,38.0706,50.3591,0.0439,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,7/5/2017 9:00,97.3202,0.6323,0.1297,0.762,1.8226,235.9083,1.8092,38.0706,50.3591,0.0345,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,8/5/2017 9:00,97.3202,0.6323,0.1297,0.762,1.8226,235.9083,1.8092,38.0706,50.3591,0.0242,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,9/5/2017 9:00,97.3202,0.6323,0.1297,0.762,1.8226,235.9083,1.8092,38.0706,50.3591,0.0233,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,10/5/2017 9:00,97.3202,0.6323,0.1297,0.762,1.8226,235.9083,1.8092,38.0706,50.3591,0.0293,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,11/5/2017 9:00,97.3202,0.6323,0.1297,0.762,1.8226,235.9083,1.8092,38.0706,50.3591,0.0249,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,12/5/2017 9:00,97.3202,0.6323,0.1297,0.762,1.8226,235.9083,1.8092,38.0706,50.3591,0.0413,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,13/05/17 09:00:00,97.3202,0.6323,0.1297,0.762,1.8226,235.9083,1.8092,38.0706,50.3591,0.0446,
S-REBGN080-TR25,CRE 60 Tetco,Pto. de Calidad Imp. TETCO T.R.,14/05/17 09:00:00,97.3202,0.6323,0.1297,0.762,1.8226,235.9083,1.8092,38.0706,50.3591,0.029,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,1/5/2017 9:00,97.2871,0.7631,0.1974,0.9605,1.6056,245.7359,1.2226,37.9684,50.1762,0.0101,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,2/5/2017 9:00,97.4737,0.7115,0.1752,0.8867,1.4674,248.7044,1.2155,37.9744,50.2263,0.0088,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,3/5/2017 9:00,97.456,0.702,0.1811,0.8831,1.4993,248.8351,1.2075,37.9787,50.2328,0.0051,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,4/5/2017 9:00,97.2087,0.6705,0.1852,0.8557,1.7494,249.1265,1.2201,38.0765,50.3091,0.0129,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,5/5/2017 9:00,97.0282,0.6822,0.1784,0.8606,1.9547,251.3938,1.2111,38.1156,50.3264,0.0147,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,6/5/2017 9:00,97.2021,0.6166,0.1749,0.7916,1.8675,250.1938,1.2184,38.1039,50.3679,0.0112,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,7/5/2017 9:00,96.9183,0.6861,0.1603,0.8464,2.0693,252.205,1.2187,38.1595,50.3571,0.008,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,8/5/2017 9:00,97.0144,0.6567,0.169,0.8256,1.9973,250.9937,1.2385,38.1442,50.3652,0.0036,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,9/5/2017 9:00,96.6456,0.7156,0.1617,0.8774,2.1597,254.8216,1.2297,38.2758,50.4012,0.002,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,10/5/2017 9:00,97.5337,0.7384,0.1579,0.8963,1.4304,247.5756,1.2183,37.9391,50.1953,0.0046,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,11/5/2017 9:00,97.6265,0.7324,0.1622,0.8947,1.3429,246.847,1.2089,37.9124,50.1822,0.0061,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,12/5/2017 9:00,97.6216,0.7271,0.1597,0.8868,1.3539,246.971,1.197,37.9195,50.1912,0.0124,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,13/05/17 09:00:00,97.6316,0.7201,0.169,0.8892,1.3408,246.7852,1.2057,37.9164,50.19,0.0125,
S-REBGN081-TR04,CRE 61 Tennessee,Pto. de Calidad Imp. Tennessee T.R.,14/05/17 09:00:00,97.7111,0.7017,0.1652,0.8669,1.2949,247.1679,1.2048,37.9044,50.198,0.007,
S-REBGN120-TR01,CRE 4 GIMSA,"Pto. de Calidad GIMSA 12"" T.R.",1/5/2017 9:00,96.1038,0.4177,1.7359,2.1536,1.4303,248.698,17.1198,37.5833,49.4904,0.2176,
S-REBGN120-TR01,CRE 4 GIMSA,"Pto. de Calidad GIMSA 12"" T.R.",2/5/2017 9:00,96.3093,0.4086,1.5647,1.9733,1.3271,252.3649,15.7478,37.6748,49.6276,0.0556,
S-REBGN120-TR01,CRE 4 GIMSA,"Pto. de Calidad GIMSA 12"" T.R.",3/5/2017 9:00,96.2543,0.3998,1.6267,2.0264,1.3445,252.6331,15.5316,37.6515,49.592,0.0292,
S-REBGN120-TR01,CRE 4 GIMSA,"Pto. de Calidad GIMSA 12"" T.R.",4/5/2017 9:00,96.0006,0.3779,1.6392,2.0171,1.5625,252.524,13.7987,37.7466,49.6566,0.0402,
S-REBGN120-TR01,CRE 4 GIMSA,"Pto. de Calidad GIMSA 12"" T.R.",5/5/2017 9:00,95.8801,0.3859,1.6017,1.9875,1.769,255.3705,14.3315,37.7839,49.6901,0.0606,
S-REBGN120-TR01,CRE 4 GIMSA,"Pto. de Calidad GIMSA 12"" T.R.",6/5/2017 9:00,96.0625,0.3497,1.5807,1.9304,1.692,252.5459,14.5525,37.7488,49.7046,0.0371,
S-REBGN120-TR01,CRE 4 GIMSA,"Pto. de Calidad GIMSA 12"" T.R.",7/5/2017 9:00,95.9312,0.388,1.4556,1.8436,1.8545,255.1768,14.9851,37.8661,49.8029,0.0221,
S-REBGN120-TR01,CRE 4 GIMSA,"Pto. de Calidad GIMSA 12"" T.R.",8/5/2017 9:00,95.9544,0.3704,1.4964,1.8668,1.8043,255.1083,15.1249,37.8446,49.784,0.0144,
S-REBGN120-TR01,CRE 4 GIMSA,"Pto. de Calidad GIMSA 12"" T.R.",9/5/2017 9:00,95.4224,0.4022,1.4635,1.8657,1.9886,260.1884,17.3296,38.1399,49.946,0.2045,
S-REBGN120-TR01,CRE 4 GIMSA,"Pto. de Calidad GIMSA 12"" T.R.",10/5/2017 9:00,96.5262,0.4186,1.4122,1.8308,1.3235,251.3273,16.7797,37.6833,49.6956,0.0704,
S-REBGN120-TR01,CRE 4 GIMSA,"Pto. de Calidad GIMSA 12"" T.R.",11/5/2017 9:00,96.616,0.4171,1.4589,1.876,1.2007,250.6463,16.3646,37.6216,49.6395,0.0515,
S-REBGN120-TR01,CRE 4 GIMSA,"Pto. de Calidad GIMSA 12"" T.R.",12/5/2017 9:00,96.6316,0.4112,1.4298,1.8409,1.2148,250.9167,16.3548,37.6425,49.669,0.062,
S-REBGN120-TR01,CRE 4 GIMSA,"Pto. de Calidad GIMSA 12"" T.R.",13/05/17 09:00:00,96.5728,0.4079,1.5153,1.9232,1.188,250.8328,16.1995,37.6077,49.6119,0.0543,
S-REBGN120-TR01,CRE 4 GIMSA,"Pto. de Calidad GIMSA 12"" T.R.",14/05/17 09:00:00,96.6312,0.4,1.4957,1.8958,1.1813,250.1246,17.2667,37.6007,49.6224,0.0676,
S-REBGN260-TR07,"CRE 44 CPG Burgos 1,2 y 3",Pto. de Calidad CPG Burgos  criog. 1 2 3 T.R.,1/5/2017 5:00,93.2967,1.23,0.4317,1.6617,5.0173,204.0699,0,38.5923,50.1086,0,
S-REBGN260-TR07,"CRE 44 CPG Burgos 1,2 y 3",Pto. de Calidad CPG Burgos  criog. 1 2 3 T.R.,2/5/2017 5:00,93.3037,1.225,0.4354,1.6604,5.0096,204.0597,0,38.5921,50.1102,0,
S-REBGN260-TR07,"CRE 44 CPG Burgos 1,2 y 3",Pto. de Calidad CPG Burgos  criog. 1 2 3 T.R.,3/5/2017 5:00,93.2951,1.2279,0.4349,1.6628,5.0169,204.0715,0,38.5925,50.1088,0,
S-REBGN260-TR07,"CRE 44 CPG Burgos 1,2 y 3",Pto. de Calidad CPG Burgos  criog. 1 2 3 T.R.,4/5/2017 5:00,93.2967,1.2281,0.4306,1.6586,5.0231,204.0607,0,38.5935,50.1112,0,
S-REBGN260-TR07,"CRE 44 CPG Burgos 1,2 y 3",Pto. de Calidad CPG Burgos  criog. 1 2 3 T.R.,5/5/2017 5:00,93.2714,1.2309,0.4366,1.6675,5.0358,204.1164,0,38.5959,50.1079,0,
S-REBGN260-TR07,"CRE 44 CPG Burgos 1,2 y 3",Pto. de Calidad CPG Burgos  criog. 1 2 3 T.R.,6/5/2017 5:00,93.2614,1.2381,0.4298,1.6679,5.0399,204.1784,0,38.6001,50.1085,0,
S-REBGN260-TR07,"CRE 44 CPG Burgos 1,2 y 3",Pto. de Calidad CPG Burgos  criog. 1 2 3 T.R.,7/5/2017 5:00,93.2831,1.2382,0.4296,1.6678,5.0225,204.1116,0,38.5931,50.1045,0,
S-REBGN260-TR07,"CRE 44 CPG Burgos 1,2 y 3",Pto. de Calidad CPG Burgos  criog. 1 2 3 T.R.,8/5/2017 5:00,93.2876,1.2353,0.434,1.6692,5.0152,204.0979,0,38.5911,50.1034,0,
S-REBGN260-TR07,"CRE 44 CPG Burgos 1,2 y 3",Pto. de Calidad CPG Burgos  criog. 1 2 3 T.R.,9/5/2017 5:00,93.2607,1.2274,0.4317,1.6592,5.0593,204.1524,0,38.6041,50.1172,0,
S-REBGN260-TR07,"CRE 44 CPG Burgos 1,2 y 3",Pto. de Calidad CPG Burgos  criog. 1 2 3 T.R.,10/5/2017 5:00,93.2496,1.2293,0.4329,1.6622,5.0564,204.2225,0,38.6083,50.1178,0,
S-REBGN260-TR07,"CRE 44 CPG Burgos 1,2 y 3",Pto. de Calidad CPG Burgos  criog. 1 2 3 T.R.,11/5/2017 5:00,93.3933,1.2211,0.2639,1.485,5.0728,204.4162,0,38.6893,50.2457,0,
S-REBGN260-TR07,"CRE 44 CPG Burgos 1,2 y 3",Pto. de Calidad CPG Burgos  criog. 1 2 3 T.R.,12/5/2017 5:00,93.4779,1.2256,0.1964,1.422,5.0482,204.404,0,38.7075,50.2834,0,
S-REBGN260-TR07,"CRE 44 CPG Burgos 1,2 y 3",Pto. de Calidad CPG Burgos  criog. 1 2 3 T.R.,13/05/17 05:00:00,93.5264,1.2281,0.1954,1.4235,4.9973,204.2885,0,38.6929,50.2737,0,
S-REBGN260-TR07,"CRE 44 CPG Burgos 1,2 y 3",Pto. de Calidad CPG Burgos  criog. 1 2 3 T.R.,14/05/17 05:00:00,93.5096,1.2355,0.1956,1.4311,5.0163,204.2763,0,38.6902,50.2671,0,
S-REBGN260-TR36,CRE 46 Burgos 5 y 6,Pto. de Calidad CPG Burgos Criog. 5 y 6 T.R,1/5/2017 5:00,93.8108,1.2008,0.1787,1.3795,4.8082,203.4567,0,38.6263,50.2618,3.1545,
S-REBGN260-TR36,CRE 46 Burgos 5 y 6,Pto. de Calidad CPG Burgos Criog. 5 y 6 T.R,2/5/2017 5:00,93.7953,1.1952,0.1802,1.3754,4.8275,203.4998,0,38.6336,50.2692,2.6505,
S-REBGN260-TR36,CRE 46 Burgos 5 y 6,Pto. de Calidad CPG Burgos Criog. 5 y 6 T.R,3/5/2017 5:00,93.8178,1.1953,0.1798,1.3751,4.7786,203.6408,0,38.6358,50.2705,2.1618,
S-REBGN260-TR36,CRE 46 Burgos 5 y 6,Pto. de Calidad CPG Burgos Criog. 5 y 6 T.R,4/5/2017 5:00,93.7891,1.2004,0.1791,1.3796,4.8298,203.5103,0,38.6326,50.2655,1.6788,
S-REBGN260-TR36,CRE 46 Burgos 5 y 6,Pto. de Calidad CPG Burgos Criog. 5 y 6 T.R,5/5/2017 5:00,93.775,1.2044,0.1823,1.3866,4.8363,203.5298,0,38.6319,50.261,1.1572,
S-REBGN260-TR36,CRE 46 Burgos 5 y 6,Pto. de Calidad CPG Burgos Criog. 5 y 6 T.R,6/5/2017 5:00,93.7825,1.2035,0.1767,1.3801,4.8348,203.5322,0,38.6343,50.2655,0.8445,
S-REBGN260-TR36,CRE 46 Burgos 5 y 6,Pto. de Calidad CPG Burgos Criog. 5 y 6 T.R,7/5/2017 5:00,93.7963,1.2075,0.1765,1.384,4.818,203.4926,0,38.6277,50.2591,1.4345,
